tpep_pickup_datetime,tpep_dropoff_datetime,trip_distance,fare_amount,pickup_zip,dropoff_zip
2016-02-27T23:54:09.000Z,2016-02-28T00:01:13.000Z,1.1,6.5,10103,10001
2016-02-05T21:52:05.000Z,2016-02-05T22:05:15.000Z,2.37,11,10021,10110
2016-02-21T18:49:45.000Z,2016-02-21T19:12:25.000Z,3.7,17.5,10044,10001
2016-02-29T21:03:41.000Z,2016-02-29T21:14:21.000Z,2.76,11,10003,10022
2016-02-28T12:20:21.000Z,2016-02-28T12:34:27.000Z,2.8,12.5,10011,10022
2016-02-18T08:24:22.000Z,2016-02-18T08:48:07.000Z,8.78,27.5,10110,11371
2016-02-05T19:45:05.000Z,2016-02-05T19:45:14.000Z,0.7,20,10019,10019
2016-02-22T08:03:12.000Z,2016-02-22T08:06:59.000Z,0.3,4,10017,10167
2016-02-16T19:46:21.000Z,2016-02-16T20:02:23.000Z,7.13,22,11371,11432
2016-02-26T18:23:41.000Z,2016-02-26T18:32:45.000Z,1.26,7.5,10199,10018
2016-02-22T19:37:47.000Z,2016-02-22T19:42:30.000Z,0.64,5,10271,10007
2016-02-12T06:55:02.000Z,2016-02-12T08:00:24.000Z,18.7,52,11422,10002
2016-02-15T20:54:30.000Z,2016-02-15T20:58:43.000Z,0.77,5,10103,10019
2016-02-04T21:14:50.000Z,2016-02-04T21:30:19.000Z,3.02,13,10001,10044
2016-02-04T22:37:34.000Z,2016-02-04T23:06:01.000Z,6.7,24.5,10018,11201
2016-02-07T13:55:40.000Z,2016-02-07T14:03:04.000Z,1.5,7.5,10065,10028
2016-02-12T03:01:03.000Z,2016-02-12T03:12:52.000Z,3,12.5,10025,10021
2016-02-28T11:56:55.000Z,2016-02-28T12:07:39.000Z,1.93,9.5,10022,10001
2016-02-01T21:49:27.000Z,2016-02-01T21:56:06.000Z,0.96,6.5,10103,10019
2016-02-19T07:16:52.000Z,2016-02-19T07:25:18.000Z,1.31,7.5,10016,10119
2016-02-12T13:50:24.000Z,2016-02-12T14:10:48.000Z,2.31,13.5,10011,10020
2016-02-13T16:52:36.000Z,2016-02-13T17:09:43.000Z,3.3,14.5,10280,10014
2016-02-05T23:23:06.000Z,2016-02-05T23:36:10.000Z,3.37,13,11211,11106
2016-02-04T22:00:10.000Z,2016-02-04T22:12:36.000Z,2.9,10.5,10103,10003
2016-02-29T20:06:55.000Z,2016-02-29T20:29:01.000Z,5.25,19,10022,11211
2016-02-04T00:03:12.000Z,2016-02-04T00:17:29.000Z,2.8,12,10014,10017
2016-02-13T22:30:12.000Z,2016-02-13T22:56:31.000Z,7.6,25.5,10110,11102
2016-02-25T11:40:55.000Z,2016-02-25T11:53:58.000Z,0.71,9,10065,10152
2016-02-21T13:13:24.000Z,2016-02-21T13:19:03.000Z,1.03,5.5,10020,10065
2016-02-02T23:01:42.000Z,2016-02-02T23:05:48.000Z,0.8,5,10001,10003
2016-02-29T11:05:38.000Z,2016-02-29T11:22:54.000Z,2.2,12.5,10007,10009
2016-02-29T20:29:52.000Z,2016-02-29T20:32:15.000Z,0.57,4,10014,10011
2016-02-24T10:33:16.000Z,2016-02-24T11:00:10.000Z,10,30,11422,11355
2016-02-29T10:27:20.000Z,2016-02-29T10:34:03.000Z,1.21,6.5,10065,10110
2016-02-21T07:45:52.000Z,2016-02-21T07:56:42.000Z,3.35,12,10007,10119
2016-02-18T19:14:00.000Z,2016-02-18T19:15:07.000Z,0.42,3.5,10001,10001
2016-02-28T01:05:25.000Z,2016-02-28T01:11:56.000Z,1.5,7.5,10019,10162
2016-02-22T21:02:20.000Z,2016-02-22T21:14:47.000Z,2.8,11.5,10018,10012
2016-02-02T11:19:40.000Z,2016-02-02T11:33:32.000Z,1.74,10.5,10065,10110
2016-02-03T23:03:37.000Z,2016-02-03T23:19:08.000Z,2.76,12.5,10023,10199
2016-02-13T04:36:43.000Z,2016-02-13T04:44:32.000Z,1.6,8,11217,11215
2016-02-04T06:21:56.000Z,2016-02-04T07:20:36.000Z,19.51,52,11422,10162
2016-02-16T20:05:25.000Z,2016-02-16T20:14:44.000Z,1.5,8.5,10022,10023
2016-02-01T21:15:31.000Z,2016-02-01T21:19:34.000Z,0.8,5,10065,10021
2016-02-19T00:18:37.000Z,2016-02-19T00:35:21.000Z,3.19,14,10278,11205
2016-02-11T07:15:18.000Z,2016-02-11T07:21:41.000Z,0.97,6.5,10018,10019
2016-02-07T21:20:55.000Z,2016-02-07T21:26:10.000Z,1.6,6.5,10018,10001
2016-02-27T17:43:09.000Z,2016-02-27T18:01:25.000Z,2.84,14,10023,10017
2016-02-01T12:54:41.000Z,2016-02-01T13:36:29.000Z,3.6,26,10119,10022
2016-02-06T02:07:33.000Z,2016-02-06T02:10:41.000Z,0.38,4,10002,10002
2016-02-11T06:19:48.000Z,2016-02-11T06:44:29.000Z,15.6,60,10002,7114
2016-02-24T19:06:55.000Z,2016-02-24T19:28:43.000Z,5.4,20,10154,10007
2016-02-14T23:42:29.000Z,2016-02-15T00:07:00.000Z,9.63,29,11371,10011
2016-02-25T14:03:52.000Z,2016-02-25T14:16:59.000Z,1.2,9.5,10044,10065
2016-02-15T12:42:44.000Z,2016-02-15T12:58:21.000Z,2,11,10011,10012
2016-02-05T15:09:20.000Z,2016-02-05T15:21:00.000Z,1.6,9,10003,10199
2016-02-29T13:53:09.000Z,2016-02-29T14:06:32.000Z,1.65,10,10110,10065
2016-02-03T00:59:22.000Z,2016-02-03T01:11:36.000Z,2.8,11.5,10003,10018
2016-02-14T14:16:10.000Z,2016-02-14T14:31:52.000Z,1.76,11.5,10003,10001
2016-02-06T23:14:53.000Z,2016-02-06T23:24:10.000Z,1.28,8,10002,10013
2016-02-04T11:23:14.000Z,2016-02-04T11:57:55.000Z,4.8,24.5,10001,10028
2016-02-05T13:51:53.000Z,2016-02-05T14:08:23.000Z,2.4,12.5,10025,10028
2016-02-22T06:22:56.000Z,2016-02-22T06:25:42.000Z,1.25,5.5,10018,10011
2016-02-24T23:36:53.000Z,2016-02-24T23:41:54.000Z,0.68,5,10167,10103
2016-02-12T18:42:54.000Z,2016-02-12T18:48:13.000Z,1.5,6.5,10028,10029
2016-02-17T14:06:08.000Z,2016-02-17T14:21:06.000Z,4.6,16.5,10282,10002
2016-02-29T08:53:02.000Z,2016-02-29T09:06:05.000Z,3.6,13,10280,11201
2016-02-13T13:22:46.000Z,2016-02-13T13:39:58.000Z,4.6,16.5,10103,10002
2016-02-12T14:57:04.000Z,2016-02-12T15:06:36.000Z,1.5,8,10023,10162
2016-02-22T12:04:41.000Z,2016-02-22T12:16:15.000Z,1.7,10,10065,10028
2016-02-10T12:22:02.000Z,2016-02-10T12:28:31.000Z,1.2,6.5,10103,10065
2016-02-20T18:59:23.000Z,2016-02-20T19:25:45.000Z,8.35,28.5,10018,10034
2016-02-12T23:06:16.000Z,2016-02-12T23:09:02.000Z,0.5,4,10017,10154
2016-02-09T15:38:21.000Z,2016-02-09T15:52:47.000Z,2.3,11.5,10023,10029
2016-02-11T17:13:34.000Z,2016-02-11T17:20:40.000Z,0.66,6,10012,10007
2016-02-20T23:25:44.000Z,2016-02-20T23:39:24.000Z,1.6,10.5,10009,10020
2016-02-17T10:05:08.000Z,2016-02-17T10:19:47.000Z,1.75,11,10021,10103
2016-02-18T14:08:05.000Z,2016-02-18T14:39:52.000Z,3.7,21,10012,10065
2016-02-23T17:32:10.000Z,2016-02-23T18:39:03.000Z,10.43,41,10016,11219
2016-02-28T09:09:41.000Z,2016-02-28T09:15:45.000Z,0.8,6,10103,10019
2016-02-08T05:46:44.000Z,2016-02-08T05:51:30.000Z,1.2,5.5,10018,10001
2016-02-18T08:58:00.000Z,2016-02-18T09:04:31.000Z,1.1,6,10013,10014
2016-02-21T17:07:28.000Z,2016-02-21T17:16:49.000Z,1.14,7.5,10110,10119
2016-02-16T09:21:54.000Z,2016-02-16T09:35:48.000Z,1.69,10.5,10001,10022
2016-02-24T20:21:58.000Z,2016-02-24T20:34:11.000Z,1.81,9.5,10167,10021
2016-02-22T23:58:09.000Z,2016-02-23T00:05:21.000Z,1.8,8,10017,10003
2016-02-01T16:25:04.000Z,2016-02-01T16:48:40.000Z,2.33,15.5,10199,10065
2016-02-23T15:10:23.000Z,2016-02-23T15:17:32.000Z,0.54,6,10023,10019
2016-02-12T22:02:41.000Z,2016-02-12T22:21:09.000Z,4,16,10023,10030
2016-02-14T22:15:04.000Z,2016-02-14T22:29:09.000Z,3,12,10011,10005
2016-02-15T15:01:21.000Z,2016-02-15T15:13:41.000Z,1.9,10,10001,10002
2016-02-19T08:00:03.000Z,2016-02-19T08:09:51.000Z,0.7,7.5,10110,10110
2016-02-19T11:39:56.000Z,2016-02-19T12:02:07.000Z,2.03,14.5,10014,10002
2016-02-27T02:40:44.000Z,2016-02-27T02:44:29.000Z,0.5,4.5,10012,10011
2016-02-03T20:56:02.000Z,2016-02-03T21:03:12.000Z,1.15,6.5,10017,10018
2016-02-05T19:35:15.000Z,2016-02-05T19:39:30.000Z,0.54,5,10103,10018
2016-02-06T23:21:54.000Z,2016-02-06T23:43:23.000Z,3.33,14,10001,10003
2016-02-13T21:17:46.000Z,2016-02-13T21:27:39.000Z,2.15,9.5,10019,10044
2016-02-11T07:52:30.000Z,2016-02-11T08:08:22.000Z,2.05,11.5,10023,10152
2016-02-08T06:11:26.000Z,2016-02-08T06:26:57.000Z,8.2,23.5,10021,11371
2016-02-05T21:56:30.000Z,2016-02-05T21:58:58.000Z,0.58,4,10167,10110
2016-02-15T02:47:10.000Z,2016-02-15T02:53:21.000Z,1.9,8,10028,10171
2016-02-11T12:37:20.000Z,2016-02-11T12:48:15.000Z,1.73,9,10021,10028
2016-02-23T17:11:47.000Z,2016-02-23T17:18:04.000Z,1.03,6,10025,10162
2016-02-10T18:17:08.000Z,2016-02-10T18:28:24.000Z,1.4,9,10167,10065
2016-02-04T11:01:35.000Z,2016-02-04T11:10:46.000Z,1.9,8.5,11206,11238
2016-02-25T11:37:40.000Z,2016-02-25T11:39:57.000Z,0.4,3.5,10065,10021
2016-02-06T15:35:29.000Z,2016-02-06T15:47:01.000Z,2.1,10.5,10023,10018
2016-02-08T19:21:47.000Z,2016-02-08T19:30:19.000Z,1.3,7.5,10065,10017
2016-02-24T10:46:46.000Z,2016-02-24T11:22:45.000Z,10.31,34,10023,11201
2016-02-29T07:42:10.000Z,2016-02-29T07:53:07.000Z,2.23,10,10011,10282
2016-02-18T23:40:39.000Z,2016-02-19T00:03:18.000Z,9.3,28.5,10011,11379
2016-02-13T19:10:50.000Z,2016-02-13T19:12:11.000Z,0.4,3.5,10119,10011
2016-02-07T22:50:26.000Z,2016-02-07T23:01:10.000Z,2.3,10,10021,10017
2016-02-19T19:42:51.000Z,2016-02-19T19:45:34.000Z,0.5,4,10028,10021
2016-02-12T12:34:14.000Z,2016-02-12T12:58:24.000Z,8.24,26.5,10038,10028
2016-02-19T09:09:34.000Z,2016-02-19T09:16:58.000Z,1.47,7,10112,10065
2016-02-19T15:34:24.000Z,2016-02-19T15:44:47.000Z,1.43,8.5,10021,10103
2016-02-08T23:06:36.000Z,2016-02-08T23:14:10.000Z,2.09,8.5,10025,10026
2016-02-07T23:27:09.000Z,2016-02-07T23:34:08.000Z,1.12,6.5,10016,10009
2016-02-02T18:40:50.000Z,2016-02-02T19:07:56.000Z,2.7,17.5,10003,10018
2016-02-16T20:28:53.000Z,2016-02-16T20:42:43.000Z,2.78,11.5,10001,10013
2016-02-06T18:19:03.000Z,2016-02-06T18:24:00.000Z,0.6,5,10065,10021
2016-02-26T11:48:50.000Z,2016-02-26T11:56:00.000Z,0.7,6.5,10153,10021
2016-02-07T16:31:28.000Z,2016-02-07T16:36:49.000Z,0.8,5.5,10003,10001
2016-02-16T08:10:42.000Z,2016-02-16T08:20:44.000Z,1.5,8.5,10021,10167
2016-02-19T00:19:59.000Z,2016-02-19T00:28:16.000Z,2.06,8.5,10029,10037
2016-02-20T11:09:42.000Z,2016-02-20T11:25:53.000Z,2.58,13,10017,10012
2016-02-03T09:27:21.000Z,2016-02-03T09:45:28.000Z,2,12.5,10021,10110
2016-02-07T16:08:40.000Z,2016-02-07T16:41:04.000Z,7.66,34,11422,11598
2016-02-15T18:44:13.000Z,2016-02-15T18:56:12.000Z,2.15,10,10023,10065
2016-02-06T23:47:07.000Z,2016-02-07T00:28:06.000Z,5.89,27,10012,10023
2016-02-11T14:45:25.000Z,2016-02-11T14:52:47.000Z,0.4,6,10011,10014
2016-02-22T12:01:44.000Z,2016-02-22T12:08:01.000Z,1.78,7.5,10023,10025
2016-02-04T13:05:57.000Z,2016-02-04T13:08:32.000Z,0.31,3.5,10018,10020
2016-02-01T17:01:04.000Z,2016-02-01T17:19:03.000Z,2.4,13,10025,10019
2016-02-14T01:08:13.000Z,2016-02-14T01:25:40.000Z,2.43,12.5,10002,10011
2016-02-17T19:33:08.000Z,2016-02-17T19:48:34.000Z,1.6,10.5,10009,10014
2016-02-14T08:47:06.000Z,2016-02-14T08:50:11.000Z,0.87,5,10167,10153
2016-02-21T21:01:28.000Z,2016-02-21T21:22:42.000Z,3.52,16,10119,10002
2016-02-09T16:20:02.000Z,2016-02-09T16:39:43.000Z,2.42,13.5,10069,10017
2016-02-19T15:44:25.000Z,2016-02-19T16:01:16.000Z,1.81,12,10023,10018
2016-02-03T17:42:40.000Z,2016-02-03T17:50:34.000Z,1.08,7,10023,10020
2016-02-19T18:35:01.000Z,2016-02-19T18:58:16.000Z,4.49,18,10199,10028
2016-02-02T11:41:18.000Z,2016-02-02T11:47:13.000Z,0.58,5.5,10017,10009
2016-02-13T23:18:17.000Z,2016-02-13T23:26:03.000Z,1.4,7.5,10153,10001
2016-02-09T10:13:33.000Z,2016-02-09T10:22:00.000Z,0.75,7,10014,10011
2016-02-04T08:31:07.000Z,2016-02-04T08:37:26.000Z,0.67,6,10167,10103
2016-02-12T16:49:41.000Z,2016-02-12T16:55:56.000Z,1,6,10011,10014
2016-02-10T18:45:18.000Z,2016-02-10T18:57:28.000Z,1.35,9,10011,10003
2016-02-26T11:32:24.000Z,2016-02-26T11:43:09.000Z,1.34,8.5,10023,10019
2016-02-19T15:18:16.000Z,2016-02-19T15:21:28.000Z,0.7,4.5,10065,10021
2016-02-29T18:04:46.000Z,2016-02-29T18:14:43.000Z,2.04,9.5,10020,10021
2016-02-21T01:06:14.000Z,2016-02-21T01:14:52.000Z,2.6,9.5,10018,10021
2016-02-21T20:48:44.000Z,2016-02-21T20:52:42.000Z,0.63,4.5,10003,10011
2016-02-21T14:57:17.000Z,2016-02-21T15:43:34.000Z,21.9,52,11422,10034
2016-02-11T10:27:47.000Z,2016-02-11T11:12:07.000Z,8.29,34.5,10280,10029
2016-02-01T06:12:50.000Z,2016-02-01T06:59:27.000Z,19.4,52,10162,11422
2016-02-24T17:04:30.000Z,2016-02-24T17:20:30.000Z,1.36,10.5,10103,10017
2016-02-10T16:54:28.000Z,2016-02-10T16:57:26.000Z,0.63,4.5,10199,10199
2016-02-06T02:51:36.000Z,2016-02-06T03:03:17.000Z,3.9,13.5,11211,10017
2016-02-14T10:44:47.000Z,2016-02-14T10:48:05.000Z,0.9,5,10154,10167
2016-02-12T21:54:53.000Z,2016-02-12T22:27:47.000Z,15.99,44.5,11371,11010
2016-02-14T01:23:09.000Z,2016-02-14T01:32:42.000Z,2.71,10.5,10002,11206
2016-02-02T07:28:58.000Z,2016-02-02T07:33:03.000Z,0.67,4.5,10018,10112
2016-02-07T01:07:13.000Z,2016-02-07T01:18:39.000Z,2.5,10.5,10023,10017
2016-02-06T12:02:03.000Z,2016-02-06T12:16:11.000Z,1.8,11,10017,10020
2016-02-08T09:39:11.000Z,2016-02-08T10:00:40.000Z,7.3,24.5,10065,10006
2016-02-13T16:50:36.000Z,2016-02-13T17:05:47.000Z,2.7,13,11104,10065
2016-02-07T10:52:09.000Z,2016-02-07T10:54:44.000Z,0.4,4,10009,10003
2016-02-01T11:12:50.000Z,2016-02-01T11:32:41.000Z,2.07,13.5,10007,10003
2016-02-09T19:13:46.000Z,2016-02-09T19:46:08.000Z,10.88,35.5,10011,11209
2016-02-06T10:08:00.000Z,2016-02-06T10:28:11.000Z,4.3,18,10044,10001
2016-02-10T22:04:39.000Z,2016-02-10T22:20:18.000Z,4.4,16.5,10028,10001
2016-02-18T18:16:25.000Z,2016-02-18T18:53:41.000Z,8.73,29.5,10011,11375
2016-02-27T01:51:33.000Z,2016-02-27T02:03:30.000Z,1.38,9,10012,10002
2016-02-27T19:23:32.000Z,2016-02-27T19:30:41.000Z,0.89,6,10020,10018
2016-02-14T07:10:35.000Z,2016-02-14T07:14:42.000Z,1,5.5,10009,10017
2016-02-23T10:19:52.000Z,2016-02-23T10:29:36.000Z,1.75,9,10282,10271
2016-02-01T10:41:48.000Z,2016-02-01T11:14:00.000Z,17.26,52,11422,10171
2016-02-23T08:10:17.000Z,2016-02-23T08:11:52.000Z,0.65,4,10012,10012
2016-02-14T06:52:27.000Z,2016-02-14T06:59:16.000Z,2.6,9.5,10030,10032
2016-02-26T19:48:04.000Z,2016-02-26T19:56:04.000Z,1.1,7,10154,10019
2016-02-20T03:20:10.000Z,2016-02-20T03:43:51.000Z,7,22.5,10278,10035
2016-02-10T10:23:03.000Z,2016-02-10T10:28:12.000Z,1.07,6,10014,10014
2016-02-03T00:54:42.000Z,2016-02-03T01:20:47.000Z,7.2,24,10011,11215
2016-02-10T12:41:25.000Z,2016-02-10T13:04:45.000Z,1.4,14.5,10001,10001
2016-02-23T15:53:45.000Z,2016-02-23T16:27:37.000Z,2.8,20.5,10065,10011
2016-02-01T13:19:21.000Z,2016-02-01T13:27:28.000Z,1.01,7,10001,10011
2016-02-19T14:00:38.000Z,2016-02-19T14:25:22.000Z,5.12,19.5,10018,10035
2016-02-06T07:43:50.000Z,2016-02-06T08:03:56.000Z,5.3,18,11377,10028
2016-02-09T21:37:04.000Z,2016-02-09T21:42:29.000Z,2.05,7.5,10021,10029
2016-02-01T15:47:32.000Z,2016-02-01T15:49:52.000Z,0.1,3.5,10025,10025
2016-02-26T14:55:30.000Z,2016-02-26T15:02:36.000Z,1.05,6.5,10016,10009
2016-02-15T16:39:38.000Z,2016-02-15T16:43:26.000Z,1.03,5.5,10028,10029
2016-02-05T08:44:46.000Z,2016-02-05T08:52:52.000Z,0.9,7,10018,10171
2016-02-01T16:09:05.000Z,2016-02-01T16:22:27.000Z,0.7,9,10021,10021
2016-02-22T09:08:47.000Z,2016-02-22T09:45:08.000Z,12.38,38,11371,10152
2016-02-13T01:38:40.000Z,2016-02-13T02:05:49.000Z,5.9,21.5,10011,11102
2016-02-27T11:11:53.000Z,2016-02-27T11:15:43.000Z,0.8,5,10023,10162
2016-02-22T22:10:12.000Z,2016-02-22T22:24:16.000Z,2,10.5,10001,10065
2016-02-20T16:18:23.000Z,2016-02-20T16:20:08.000Z,0.3,3.5,10001,10119
2016-02-04T12:29:40.000Z,2016-02-04T12:41:53.000Z,1.08,8.5,10167,10001
2016-02-20T13:24:32.000Z,2016-02-20T13:29:03.000Z,0.9,5.5,10044,10021
2016-02-18T18:10:47.000Z,2016-02-18T18:36:37.000Z,2.72,16.5,10011,10271
2016-02-26T12:53:59.000Z,2016-02-26T13:17:52.000Z,1.99,15,10110,10153
2016-02-04T13:00:57.000Z,2016-02-04T13:13:56.000Z,1.61,10,10162,10021
2016-02-13T09:20:01.000Z,2016-02-13T09:24:57.000Z,0.82,5.5,10009,10009
2016-02-12T16:19:07.000Z,2016-02-12T17:06:55.000Z,11.4,36.5,11371,11231
2016-02-20T13:58:47.000Z,2016-02-20T14:25:37.000Z,3.2,18,10014,10017
2016-02-21T15:21:36.000Z,2016-02-21T15:37:20.000Z,1.54,11,10020,10069
2016-02-11T08:22:37.000Z,2016-02-11T08:29:41.000Z,0.8,6.5,10153,10171
2016-02-09T22:10:26.000Z,2016-02-09T22:15:00.000Z,0.73,5,10012,10278
2016-02-08T13:47:12.000Z,2016-02-08T13:54:36.000Z,0.7,6.5,10110,10119
2016-02-08T19:30:11.000Z,2016-02-08T19:48:04.000Z,3.04,14,10003,10022
2016-02-09T18:07:29.000Z,2016-02-09T18:17:14.000Z,1.6,8.5,10009,10017
2016-02-02T15:43:50.000Z,2016-02-02T15:51:01.000Z,1.46,7,10111,10119
2016-02-04T09:43:27.000Z,2016-02-04T10:09:13.000Z,3.2,17.5,10119,10044
2016-02-17T12:57:32.000Z,2016-02-17T13:20:08.000Z,8.93,28.5,10009,11371
2016-02-06T00:48:33.000Z,2016-02-06T01:09:12.000Z,3.09,16,10018,10009
2016-02-21T15:20:44.000Z,2016-02-21T15:48:33.000Z,3.93,19.5,10014,10065
2016-02-16T16:32:42.000Z,2016-02-16T16:38:29.000Z,1.01,6,10011,10003
2016-02-07T15:38:45.000Z,2016-02-07T15:44:16.000Z,0.6,5.5,10280,10280
2016-02-15T13:37:51.000Z,2016-02-15T13:43:16.000Z,1.1,6,10028,10023
2016-02-11T10:35:25.000Z,2016-02-11T11:01:06.000Z,5.69,21,10110,7030
2016-02-08T21:14:24.000Z,2016-02-08T21:17:51.000Z,0.43,4.5,10023,10023
2016-02-03T22:16:12.000Z,2016-02-03T22:40:10.000Z,3.9,17.5,10012,10065
2016-02-23T15:48:29.000Z,2016-02-23T15:49:13.000Z,0.2,3,10003,10003
2016-02-19T02:59:07.000Z,2016-02-19T03:13:26.000Z,3.89,14,10278,10065
2016-02-19T09:59:40.000Z,2016-02-19T10:06:12.000Z,2.11,8.5,10002,10016
2016-02-19T14:46:45.000Z,2016-02-19T14:52:31.000Z,0.78,5.5,10103,10019
2016-02-05T14:46:29.000Z,2016-02-05T15:20:47.000Z,6.8,27.5,10028,10278
2016-02-28T18:23:54.000Z,2016-02-28T18:35:12.000Z,1.7,9,10001,10003
2016-02-16T18:41:07.000Z,2016-02-16T18:53:53.000Z,2,10,10005,10002
2016-02-12T10:14:37.000Z,2016-02-12T10:28:04.000Z,1.6,10,10167,10199
2016-02-21T13:45:10.000Z,2016-02-21T14:15:45.000Z,3.17,19,10012,10018
2016-02-12T19:30:33.000Z,2016-02-12T20:08:50.000Z,8.99,33,11370,10003
2016-02-23T04:11:58.000Z,2016-02-23T04:24:56.000Z,2.73,11.5,11211,11221
2016-02-25T13:48:19.000Z,2016-02-25T13:57:00.000Z,1.45,8,10009,10003
2016-02-27T00:15:16.000Z,2016-02-27T00:23:05.000Z,1.28,7.5,10018,10001
2016-02-03T10:55:34.000Z,2016-02-03T11:13:23.000Z,1.4,12,10103,10167
2016-02-05T11:28:29.000Z,2016-02-05T11:48:48.000Z,1.5,13,10009,10001
2016-02-03T09:18:01.000Z,2016-02-03T09:37:19.000Z,3.29,15,10065,10023
2016-02-03T06:19:25.000Z,2016-02-03T06:35:02.000Z,4.06,14.5,10013,10023
2016-02-21T10:54:34.000Z,2016-02-21T11:04:34.000Z,1.99,9,10028,10023
2016-02-02T09:57:24.000Z,2016-02-02T10:03:58.000Z,1,6,10017,10009
2016-02-10T23:33:22.000Z,2016-02-10T23:43:02.000Z,3.7,13,10012,11222
2016-02-16T08:18:54.000Z,2016-02-16T08:29:12.000Z,1.53,8.5,10016,10154
2016-02-20T11:02:42.000Z,2016-02-20T11:16:57.000Z,4.81,17,10271,10110
2016-02-29T00:25:03.000Z,2016-02-29T00:43:41.000Z,5.4,18,10162,10012
2016-02-25T18:55:09.000Z,2016-02-25T19:01:39.000Z,0.82,6,10009,10011
2016-02-23T18:45:20.000Z,2016-02-23T19:07:41.000Z,2.1,14,10065,10110
2016-02-12T20:42:42.000Z,2016-02-12T20:59:46.000Z,1.89,11.5,10002,10001
2016-02-25T23:50:33.000Z,2016-02-25T23:55:04.000Z,0.7,5,10014,10011
2016-02-18T13:02:26.000Z,2016-02-18T13:43:36.000Z,4.55,26,10021,10014
2016-02-22T16:34:06.000Z,2016-02-22T16:56:36.000Z,3.3,16,10103,10012
2016-02-16T13:40:34.000Z,2016-02-16T13:50:31.000Z,1.2,7.5,10020,10199
2016-02-19T20:40:28.000Z,2016-02-19T21:03:44.000Z,2.1,14,10017,10012
2016-02-03T12:10:37.000Z,2016-02-03T12:30:28.000Z,6.25,21.5,10110,10037
2016-02-01T08:17:51.000Z,2016-02-01T08:24:05.000Z,1.18,6.5,10009,10110
2016-02-21T06:02:48.000Z,2016-02-21T06:13:37.000Z,4.16,14,10002,10018
2016-02-04T10:30:02.000Z,2016-02-04T10:56:14.000Z,6.9,24,10032,10028
2016-02-16T13:29:10.000Z,2016-02-16T13:49:46.000Z,3.2,14.5,10009,10021
2016-02-11T12:00:19.000Z,2016-02-12T11:59:06.000Z,0.9,5.5,10103,10112
2016-02-09T11:19:19.000Z,2016-02-09T11:40:07.000Z,4.3,17,10044,10119
2016-02-20T01:32:05.000Z,2016-02-20T01:51:56.000Z,6.03,19.5,10018,10031
2016-02-14T14:19:05.000Z,2016-02-14T14:52:20.000Z,17.01,52,11422,10017
2016-02-13T11:21:51.000Z,2016-02-13T11:30:21.000Z,1.7,8,10028,10162
2016-02-06T08:00:07.000Z,2016-02-06T08:31:47.000Z,18.82,52,11422,10019
2016-02-11T22:16:46.000Z,2016-02-11T22:34:47.000Z,3.22,14.5,10119,10021
2016-02-04T07:57:06.000Z,2016-02-04T08:05:56.000Z,1.4,8,10171,10001
2016-02-21T17:38:22.000Z,2016-02-21T17:59:37.000Z,1.8,14,10017,10199
2016-02-17T07:13:16.000Z,2016-02-17T07:27:33.000Z,2.71,12.5,10025,10103
2016-02-01T15:50:54.000Z,2016-02-01T16:04:58.000Z,2.4,11.5,10003,10282
2016-02-13T19:15:19.000Z,2016-02-13T19:35:00.000Z,7.1,23,10019,10005
2016-02-09T12:02:17.000Z,2016-02-09T12:11:03.000Z,0.94,7,10012,10002
2016-02-11T09:50:29.000Z,2016-02-11T09:55:00.000Z,0.63,5,10154,10017
2016-02-06T17:16:17.000Z,2016-02-06T17:32:31.000Z,3.4,14.5,10110,10029
2016-02-12T14:09:00.000Z,2016-02-12T14:26:42.000Z,2.12,13,10028,10069
2016-02-14T12:00:44.000Z,2016-02-14T12:05:17.000Z,0.82,5.5,10162,10025
2016-02-24T11:04:01.000Z,2016-02-24T11:31:26.000Z,2.4,17.5,10018,10022
2016-02-14T18:44:15.000Z,2016-02-14T18:50:49.000Z,1.17,7,11238,11217
2016-02-08T18:29:14.000Z,2016-02-08T18:38:43.000Z,0.9,7.5,10017,10022
2016-02-04T21:08:47.000Z,2016-02-04T21:18:40.000Z,1.83,8.5,10021,10017
2016-02-19T18:02:33.000Z,2016-02-19T18:44:57.000Z,6.3,29.5,10199,11206
2016-02-18T14:39:40.000Z,2016-02-18T14:50:46.000Z,1.07,8.5,10001,10167
2016-02-02T10:14:37.000Z,2016-02-02T10:19:52.000Z,0.76,5.5,10011,10199
2016-02-19T10:02:42.000Z,2016-02-19T10:19:30.000Z,2.7,13,10153,10011
2016-02-17T06:00:35.000Z,2016-02-17T06:11:53.000Z,4.6,15.5,10065,10012
2016-02-07T11:38:53.000Z,2016-02-07T11:47:18.000Z,1.5,8,10028,10023
2016-02-21T09:25:55.000Z,2016-02-21T09:33:00.000Z,1.74,8,10199,10023
2016-02-06T13:17:10.000Z,2016-02-06T13:28:07.000Z,2.9,11.5,10002,10282
2016-02-12T17:47:09.000Z,2016-02-12T17:53:58.000Z,1.3,7,10171,10003
2016-02-09T09:45:50.000Z,2016-02-09T10:09:02.000Z,2.05,14.5,10001,10022
2016-02-01T22:24:16.000Z,2016-02-01T22:27:59.000Z,0.88,5,10119,10011
2016-02-27T12:13:12.000Z,2016-02-27T12:42:48.000Z,5.37,23,10013,10022
2016-02-02T12:23:08.000Z,2016-02-02T12:38:58.000Z,3.8,15,10028,10001
